,Title,Published_at,Date,Time,views,Likes,Comment,Month,Youtuber_Name
43,Free UX Design Course For Beginners! (Start Today!),2022-09-23T12:07:30Z,9/23/2022,12:07:30Z,22061,537,29,Sep,codebasics
44,An Introduction to Product Management (with Megan Mulholland),2022-09-23T04:07:29Z,9/23/2022,04:07:29Z,2508,79,4,Sep,codebasics
45,An Introduction to Data Analytics (with Dr. Humera),2022-09-21T05:22:11Z,9/21/2022,05:22:11Z,3105,111,3,Sep,codebasics
46,How to tell if a career in Data Analytics is right for you...,2022-09-16T12:00:26Z,9/16/2022,12:00:26Z,84290,3393,75,Sep,codebasics
47,The Different Career Paths Data Analytics Opens Up...,2022-09-14T12:00:41Z,9/14/2022,12:00:41Z,5208,319,4,Sep,codebasics
48,How Long Does It Take To Learn Data Analytics?,2022-09-12T12:00:04Z,9/12/2022,12:00:04Z,25693,1506,17,Sep,codebasics
49,Is This The Best Free UX / UI Wireframing Tool?,2022-09-09T10:44:38Z,9/9/2022,10:44:38Z,4796,145,12,Sep,codebasics
50,Women in Tech: Advice on How to Career Change,2022-09-09T05:27:35Z,9/9/2022,05:27:35Z,2592,112,4,Sep,codebasics
51,The Biggest Shock When Starting Out In Data Analytics...,2022-09-07T12:00:22Z,9/7/2022,12:00:22Z,4002,288,5,Sep,codebasics
52,This UX design portfolio landed me a job at the BBC!,2022-09-07T04:00:12Z,9/7/2022,04:00:12Z,6551,335,3,Sep,codebasics
53,How Easy/Hard Is It to Switch to a Data Analytics Career?,2022-09-05T13:00:29Z,9/5/2022,13:00:29Z,7557,355,3,Sep,codebasics
54,The BEST way to learn Data Cleaning...,2022-09-02T13:00:32Z,9/2/2022,13:00:32Z,3653,162,1,Sep,codebasics
55,An Introduction to Data Analytics (with Dr. Humera),2022-09-01T04:18:36Z,9/1/2022,04:18:36Z,2419,141,1,Sep,codebasics
56,Do THIS when building a Data Analytics portfolio...,2022-08-30T14:46:38Z,8/30/2022,14:46:38Z,7300,482,1,Aug,codebasics
57,The 10 Most Important Excel Formulas - Made Easy! (2023),2022-08-26T12:00:07Z,8/26/2022,12:00:07Z,21969,769,19,Aug,codebasics
58,An Introduction to Adobe XD (with Craig Hansen),2022-08-26T04:15:14Z,8/26/2022,04:15:14Z,3127,60,3,Aug,codebasics
59,Can UX Designers Work Part-Time?,2022-08-25T12:00:18Z,8/25/2022,12:00:18Z,2214,75,0,Aug,codebasics
60,"Can UX Designers Make $200,000?",2022-08-23T12:30:16Z,8/23/2022,12:30:16Z,2245,62,1,Aug,codebasics
61,Do UX Designers Need A Degree?,2022-08-18T12:00:03Z,8/18/2022,12:00:03Z,2288,78,0,Aug,codebasics
62,The Best UX Design Bootcamps Need To Do This One Thing...,2022-08-16T11:00:03Z,8/16/2022,11:00:03Z,3088,77,0,Aug,codebasics
63,How I'd Learn Data Analytics in 2023 (If I Had to Start Over),2022-08-12T12:01:22Z,8/12/2022,12:01:22Z,417221,15037,414,Aug,codebasics
64,Ask Me Anything About Data Analytics (Live Q&A),2022-08-12T07:08:23Z,8/12/2022,07:08:23Z,1344,43,1,Aug,codebasics
65,Things I Wish I Knew Before Starting Out in UX Design,2022-08-05T05:09:43Z,8/5/2022,05:09:43Z,6008,217,2,Aug,codebasics
66,2 Essential UX Design Books!,2022-08-04T12:00:19Z,8/4/2022,12:00:19Z,2316,137,2,Aug,codebasics
67,The Best UX Design Portfolios Have...,2022-08-02T12:00:30Z,8/2/2022,12:00:30Z,2378,99,1,Aug,codebasics
68,Data Analytics - Everything You Wanted To Know (And More...),2022-07-28T12:00:12Z,7/28/2022,12:00:12Z,4767,145,9,Jul,codebasics
69,Do UX Designers Need To Code?,2022-07-27T10:30:19Z,7/27/2022,10:30:19Z,7125,306,7,Jul,codebasics
70,An Introduction to Data Analytics (with Dr. Humera),2022-07-27T04:11:47Z,7/27/2022,04:11:47Z,2262,80,4,Jul,codebasics
71,Can UX Designers Work Remotely?,2022-07-26T12:00:09Z,7/26/2022,12:00:09Z,4430,242,2,Jul,codebasics
72,When Can UX Design Get In The Way?,2022-07-21T12:00:26Z,7/21/2022,12:00:26Z,2716,148,3,Jul,codebasics
73,Can 'UX' Be Used In Scrabble...,2022-07-19T12:00:22Z,7/19/2022,12:00:22Z,1422,21,0,Jul,codebasics
74,We Answered The Internet's Toughest UX Design Questions...,2022-07-14T12:30:10Z,7/14/2022,12:30:10Z,8432,277,28,Jul,codebasics
75,A Day in the Life of a Product Designer (with Florian Bölter),2022-07-13T05:26:36Z,7/13/2022,05:26:36Z,2309,74,2,Jul,codebasics
76,A 'Great' UX Designer Has These 3 Traits...,2022-07-12T11:30:01Z,7/12/2022,11:30:01Z,2917,239,4,Jul,codebasics
77,The Best UX Design Joke Ever...,2022-07-08T10:58:37Z,7/8/2022,10:58:37Z,946,19,3,Jul,codebasics
78,An Introduction to Adobe XD (with Craig Hansen),2022-07-08T04:12:35Z,7/8/2022,04:12:35Z,4166,77,7,Jul,codebasics
79,The best parts of UX Design...,2022-07-07T11:00:01Z,7/7/2022,11:00:01Z,1796,112,1,Jul,codebasics
80,Thinking of a Career in UX Design? Watch this First!,2022-07-05T13:05:37Z,7/5/2022,13:05:37Z,6576,226,25,Jul,codebasics
81,Hardest And Easiest Parts Of A Data Analyst's Day,2022-07-01T12:00:02Z,7/1/2022,12:00:02Z,13072,374,4,Jul,codebasics
82,An Introduction to Data Analytics (with Dr. Humera),2022-07-01T04:12:01Z,7/1/2022,04:12:01Z,3568,113,8,Jul,codebasics
83,3 Amazing UX Podcasts! (For 2023),2022-06-29T12:38:14Z,6/29/2022,12:38:14Z,2038,128,7,Jun,codebasics
84,Designing Digital Products With “Soul” - An Introduction from Hyperfocus,2022-06-23T09:00:09Z,6/23/2022,09:00:09Z,1014,45,1,Jun,codebasics
85,From Sales Executive to UX Designer at the BBC (with Sara Lowry),2022-06-23T04:12:59Z,6/23/2022,04:12:59Z,1689,58,3,Jun,codebasics
86,My first step to working as a UX designer...,2022-06-21T12:00:20Z,6/21/2022,12:00:20Z,1295,35,2,Jun,codebasics
87,Data Analysis - Different Roles In A Team,2022-06-16T11:30:02Z,6/16/2022,11:30:02Z,1300,35,0,Jun,codebasics
88,"When you feel like an 'imposter' as a UX designer, try this!",2022-06-14T12:30:19Z,6/14/2022,12:30:19Z,1992,97,5,Jun,codebasics
89,Are you a 'Specialist' or a 'T-shaped' UX designer?,2022-06-10T10:02:09Z,6/10/2022,10:02:09Z,1023,31,1,Jun,codebasics
90,Data Analyst Jobs - Corporate Vs Agency,2022-06-09T11:46:40Z,6/9/2022,11:46:40Z,1253,36,0,Jun,codebasics
91,8 Essential Tactics To Grow A YouTube Channel (with Calum Russell),2022-06-09T04:11:50Z,6/9/2022,04:11:50Z,770,34,1,Jun,codebasics
92,How do you negotiate your salary as a junior UX designer?,2022-05-31T12:00:33Z,5/31/2022,12:00:33Z,2449,65,2,May,codebasics
93,3 Obstacles New UX Designers Might Encounter,2022-05-30T10:30:02Z,5/30/2022,10:30:02Z,1489,48,2,May,codebasics
94,The Hardest Part About Getting Your First UX Design Job...,2022-05-29T12:00:08Z,5/29/2022,12:00:08Z,2489,91,0,May,codebasics
95,Should You Learn A Programming Language To Become A Data Analyst?,2022-05-28T10:30:09Z,5/28/2022,10:30:09Z,2997,111,2,May,codebasics
96,Which Programming Language Is Best For Data Analysis,2022-05-27T12:30:04Z,5/27/2022,12:30:04Z,3327,89,0,May,codebasics
97,What Is The Best Software For Creating Infographics (Data Analytics),2022-05-26T12:00:13Z,5/26/2022,12:00:13Z,1794,29,2,May,codebasics
98,Data Analysis - How To Identify Relevant Data Sets,2022-05-25T13:46:12Z,5/25/2022,13:46:12Z,2044,43,0,May,codebasics
99,Google Sheets Vs  Microsoft Excel (Which Is Better?),2022-05-24T15:07:36Z,5/24/2022,15:07:36Z,10811,302,4,May,codebasics
100,Data Science - Bias In Machine Learning Algorithms,2022-05-23T13:30:10Z,5/23/2022,13:30:10Z,2009,20,1,May,codebasics
101,Data Analytics - SQL vs Python vs R,2022-05-22T13:00:01Z,5/22/2022,13:00:01Z,4818,53,1,May,codebasics
102,Data Analysis Roles - How Do You Differentiate Between Them All?,2022-05-21T13:00:09Z,5/21/2022,13:00:09Z,4335,46,0,May,codebasics
103,The Future Of Data Science? (The Next 5 to 10 Years),2022-05-20T15:00:33Z,5/20/2022,15:00:33Z,6700,95,7,May,codebasics
104,A Day in the Life of a Data Analyst (2023),2022-05-19T12:00:28Z,5/19/2022,12:00:28Z,192821,6511,170,May,codebasics
105,What Tools Do Data Scientists Use?,2022-05-18T13:12:25Z,5/18/2022,13:12:25Z,4454,45,4,May,codebasics
106,How I Became a Design Experience Analyst After the UX Design Program!,2022-05-18T04:05:06Z,5/18/2022,04:05:06Z,1361,57,0,May,codebasics
107,Do You Need To Be Creative To Be A UX Designer?,2022-05-16T12:30:03Z,5/16/2022,12:30:03Z,1107,55,0,May,codebasics
108,UX Design Salaries - How Much Can UX Designers Earn?,2022-05-15T13:00:09Z,5/15/2022,13:00:09Z,6825,78,0,May,codebasics
109,Can You Learn UX Without A Technical Background?,2022-05-14T13:00:29Z,5/14/2022,13:00:29Z,1240,41,0,May,codebasics
110,New To UX Design? Focus On These 3 Key Areas!,2022-05-13T13:30:12Z,5/13/2022,13:30:12Z,2241,109,3,May,codebasics
111,An Introduction to Data Analytics (with Dr. Humera),2022-05-13T04:19:13Z,5/13/2022,04:19:13Z,1386,61,0,May,codebasics
112,How To Generate Projects For Your UX Design Portfolio,2022-05-12T13:30:01Z,5/12/2022,13:30:01Z,2460,67,1,May,codebasics
113,"Network, Network, Network!",2022-05-11T13:30:06Z,5/11/2022,13:30:06Z,810,27,1,May,codebasics
114,What UX Tools Should You Focus On?,2022-05-10T12:30:00Z,5/10/2022,12:30:00Z,1501,52,2,May,codebasics
115,UX Design - Build Your UX Craft Through Practice,2022-05-09T13:28:38Z,5/9/2022,13:28:38Z,1373,52,1,May,codebasics
116,How To Find Your UX Direction,2022-05-08T14:34:24Z,5/8/2022,14:34:24Z,1345,90,1,May,codebasics
117,Structure Your UX Learning With A Credible Course,2022-05-07T11:00:32Z,5/7/2022,11:00:32Z,1436,39,0,May,codebasics
118,Work / Life Balance As A UX Designer,2022-05-06T14:51:42Z,5/6/2022,14:51:42Z,1819,70,0,May,codebasics
119,Is Product Design the same as UX Design?,2022-05-05T11:00:07Z,5/5/2022,11:00:07Z,2680,96,8,May,codebasics
120,Focus On These 3 Areas When Learning UX Design...,2022-05-04T11:00:13Z,5/4/2022,11:00:13Z,2473,79,6,May,codebasics
121,Is It Time for a Career Change? (with Susan Clark),2022-05-04T04:23:21Z,5/4/2022,04:23:21Z,1005,43,0,May,codebasics
122,UX Design Portfolios - How Much Detail Is Too Much?,2022-05-03T11:20:26Z,5/3/2022,11:20:26Z,3005,166,2,May,codebasics
123,Is This The Best Tool For UX Portfolios?,2022-05-02T12:27:56Z,5/2/2022,12:27:56Z,3011,216,7,May,codebasics
124,Is UX Design The Right Career For You?,2022-05-01T12:00:09Z,5/1/2022,12:00:09Z,5282,164,5,May,codebasics
125,A Week in My Life as a UX Product Designer!,2022-04-29T05:08:37Z,4/29/2022,05:08:37Z,2203,103,0,Apr,codebasics
126,Why I Became A UX Designer...,2022-04-28T15:41:47Z,4/28/2022,15:41:47Z,20974,1066,12,Apr,codebasics
127,How To Choose The Right UX Course (In 2023),2022-04-26T13:58:32Z,4/26/2022,13:58:32Z,2190,99,6,Apr,codebasics
128,A Day in the Life of a UX Designer (2023),2022-04-21T12:00:13Z,4/21/2022,12:00:13Z,40209,2145,53,Apr,codebasics
129,Essential Tools For UX Designers (2023),2022-04-20T12:31:50Z,4/20/2022,12:31:50Z,2981,113,1,Apr,codebasics
130,3 Fun Tools To Learn UX Design Principles!,2022-04-19T12:30:05Z,4/19/2022,12:30:05Z,2728,300,6,Apr,codebasics
131,5 Essential Books For UX Designers!,2022-04-14T10:51:58Z,4/14/2022,10:51:58Z,5181,468,4,Apr,codebasics
132,Can You Draw A UX Wireframe In 57 Seconds?,2022-04-12T11:46:53Z,4/12/2022,11:46:53Z,24914,1544,14,Apr,codebasics
133,How To Take Critical Design Feedback...,2022-04-07T09:38:43Z,4/7/2022,09:38:43Z,1938,121,4,Apr,codebasics
134,6 Essential (Free) UX Design Resources!,2022-04-05T11:00:33Z,4/5/2022,11:00:33Z,5379,554,5,Apr,codebasics
135,How To Become A UX Designer In 2023 (A 7 Step Guide),2022-04-01T11:00:35Z,4/1/2022,11:00:35Z,4022,169,7,Apr,codebasics
136,Data Scientist vs Data Analyst - Which Is Right For You? (2023),2022-03-24T10:39:28Z,3/24/2022,10:39:28Z,12998,432,13,Mar,codebasics
137,Notion (For UX / UI Designers) - A Full Guide (2023),2022-03-17T12:30:18Z,3/17/2022,12:30:18Z,16811,671,26,Mar,codebasics
138,Data Analytics - Telling Compelling Stories With Data,2022-03-11T11:30:24Z,3/11/2022,11:30:24Z,7095,151,5,Mar,codebasics
139,Data Analytics - How To Visualize Complex Data,2022-03-10T12:37:14Z,3/10/2022,12:37:14Z,5415,96,1,Mar,codebasics
140,Data Analytics - Descriptive Statistics & Exploratory Data,2022-03-03T12:42:32Z,3/3/2022,12:42:32Z,7873,137,11,Mar,codebasics
141,Data Analytics - How To Undertake Data Cleaning (2023),2022-03-01T13:00:18Z,3/1/2022,13:00:18Z,11884,217,9,Mar,codebasics
142,How To Get Started In Data Analytics (Free Short Course),2022-02-24T12:59:43Z,2/24/2022,12:59:43Z,19355,229,13,Feb,codebasics
143,How To Get Started In UX Design - Without A Degree (2023),2022-02-03T12:34:16Z,2/3/2022,12:34:16Z,115465,4286,99,Feb,codebasics
144,UX Design Trends 2022 (And The Future Of UX…),2021-12-17T13:25:35Z,12/17/2021,13:25:35Z,215575,9010,299,Dec,codebasics
145,How To Job Search and Network In The UX Design Industry (2023),2021-12-10T14:33:16Z,12/10/2021,14:33:16Z,2604,82,6,Dec,codebasics
146,Everything You Need To Know About UX Design Job Interviews (Live walkthrough),2021-12-03T11:10:20Z,12/3/2021,11:10:20Z,5499,177,8,Dec,codebasics
147,Data Analytics - The 9 Essential Tools! (2023),2021-11-26T09:23:21Z,11/26/2021,09:23:21Z,25644,688,26,Nov,codebasics
148,What It’s Like To Be A UX Designer (Interview With A CareerFoundry Graduate),2021-11-18T11:30:04Z,11/18/2021,11:30:04Z,2238,46,2,Nov,codebasics
149,How to Ace Your Next UX Whiteboard Challenge (A Deep-Dive),2021-11-11T13:46:19Z,11/11/2021,13:46:19Z,32550,1055,22,Nov,codebasics
150,How To Supercharge Your UX / UI Career (With Social Media),2021-11-05T13:38:23Z,11/5/2021,13:38:23Z,3472,112,32,Nov,codebasics
151,A Beginner's Guide To UX Writing (Full Guide),2021-10-28T13:08:19Z,10/28/2021,13:08:19Z,21495,526,31,Oct,codebasics
152,An Introduction To Design Thinking & Design Sprints,2021-10-22T12:34:26Z,10/22/2021,12:34:26Z,10349,271,10,Oct,codebasics
153,How To Conduct User Interviews (UX Design),2021-10-14T12:54:48Z,10/14/2021,12:54:48Z,27303,802,39,Oct,codebasics
154,UX Research - Get Started With Qualitative User Research (2023),2021-10-08T15:17:00Z,10/8/2021,15:17:00Z,47398,1478,49,Oct,codebasics
155,A Beginners Guide To The Data Analysis Process,2021-09-30T10:00:32Z,9/30/2021,10:00:32Z,260106,5892,82,Sep,codebasics
156,How To Test Your UX / UI Design Portfolio! (2023),2021-09-23T11:04:15Z,9/23/2021,11:04:15Z,2439,114,1,Sep,codebasics
157,How To Successfully Negotiate Your Salary,2021-09-16T12:14:33Z,9/16/2021,12:14:33Z,1346,64,1,Sep,codebasics
158,What Is Information Architecture? (UX Design Guide),2021-09-10T13:42:07Z,9/10/2021,13:42:07Z,51800,1853,47,Sep,codebasics
159,What Is A Whiteboard Challenge? (UX Design),2021-09-02T10:30:14Z,9/2/2021,10:30:14Z,18794,584,20,Sep,codebasics
160,How To Prepare For Salary Negotiations (2021),2021-08-26T13:31:25Z,8/26/2021,13:31:25Z,1093,46,3,Aug,codebasics
161,UX / UI Design Portfolio Reviews + Feedback (2022),2021-08-20T12:30:03Z,8/20/2021,12:30:03Z,28650,873,32,Aug,codebasics
162,How To Structure Your UX / UI Design Portfolios (2021),2021-08-12T12:00:19Z,8/12/2021,12:00:19Z,4818,253,28,Aug,codebasics
163,What's The Best UX / UI Portfolio Platform? (2021),2021-08-05T09:46:10Z,8/5/2021,09:46:10Z,3607,127,9,Aug,codebasics
164,UX Portfolio Reviews - With A Senior UX Designer! (🔴 Live),2021-08-03T17:24:49Z,8/3/2021,17:24:49Z,8695,269,8,Aug,codebasics
165,How To Undertake Inclusive User Interviews (2021),2021-07-29T12:16:26Z,7/29/2021,12:16:26Z,1202,35,7,Jul,codebasics
166,UX / UI Design Portfolio Reviews (2022),2021-07-22T12:51:03Z,7/22/2021,12:51:03Z,206344,6576,136,Jul,codebasics
167,UI Design Tutorial - Get Started With Color (In Adobe XD!),2021-07-15T10:00:08Z,7/15/2021,10:00:08Z,6040,209,12,Jul,codebasics
168,The Tactics You Need To Overcome Imposter Syndrome (2021),2021-07-08T17:25:51Z,7/8/2021,17:25:51Z,2037,91,14,Jul,codebasics
169,Typography & Typesetting In UI Design (Adobe XD Tutorial),2021-07-06T12:22:39Z,7/6/2021,12:22:39Z,9513,235,10,Jul,codebasics
170,Adobe XD - A UI Design Tutorial For Beginners,2021-07-01T11:00:05Z,7/1/2021,11:00:05Z,11688,307,14,Jul,codebasics
171,What Is Wireframing? (A UI Design Tutorial),2021-06-24T11:57:22Z,6/24/2021,11:57:22Z,10204,341,11,Jun,codebasics
172,Learn UI Design - A Beginners Tutorial (With Adobe XD),2021-06-17T12:30:23Z,6/17/2021,12:30:23Z,38220,930,30,Jun,codebasics
173,What Is Inclusive Design - An In-depth Introduction (2021),2021-06-10T11:00:01Z,6/10/2021,11:00:01Z,5651,121,6,Jun,codebasics
174,UX / UI Design - 6 Amazing (Free) Design Resources!,2021-06-03T13:51:52Z,6/3/2021,13:51:52Z,18066,908,49,Jun,codebasics
175,UX / UI Design: A Live Q&A With Senior Designers,2021-06-01T13:23:23Z,6/1/2021,13:23:23Z,12536,275,17,Jun,codebasics
176,UX / UI Portfolios - 3 Essential Tips! (2023),2021-05-27T11:50:55Z,5/27/2021,11:50:55Z,21806,1711,11,May,codebasics
177,UI Design: The Theory Behind Color,2021-05-20T12:10:27Z,5/20/2021,12:10:27Z,1891,88,3,May,codebasics
178,What's At The Core Of Good UX Design? #Shorts,2021-05-18T11:58:07Z,5/18/2021,11:58:07Z,5701,306,3,May,codebasics
179,The Essential UX Interview Questions (And How To Answer Them!),2021-05-14T14:16:29Z,5/14/2021,14:16:29Z,188191,9444,194,May,codebasics
180,Good vs Bad UX Design (Don Norman's Classic Example),2021-05-12T16:20:47Z,5/12/2021,16:20:47Z,138604,9091,28,May,codebasics
181,The 5 Steps Of UX Design #Shorts,2021-05-07T16:13:50Z,5/7/2021,16:13:50Z,12416,892,4,May,codebasics
182,The Design Thinking Process - An Introduction,2021-05-06T11:55:45Z,5/6/2021,11:55:45Z,122810,2660,64,May,codebasics
183,UI Design - How To Choose Colors (A Deep Dive),2021-04-29T13:00:10Z,4/29/2021,13:00:10Z,14005,383,21,Apr,codebasics
184,What UX Hiring Managers Actually Want To See!,2021-04-22T14:06:48Z,4/22/2021,14:06:48Z,10352,371,23,Apr,codebasics
185,UX Design: 5 Essential Portfolio Tips! (For 2023),2021-04-16T11:20:14Z,4/16/2021,11:20:14Z,14524,555,36,Apr,codebasics
186,How To Create Your First Wireframe (A UX Tutorial),2021-04-08T12:30:10Z,4/8/2021,12:30:10Z,353330,9426,269,Apr,codebasics
187,The UX Design Process For Beginners! (The 5 Key Stages),2021-04-01T16:34:19Z,4/1/2021,16:34:19Z,87412,3098,116,Apr,codebasics
188,What Is Data Analytics? - An Introduction (Full Guide),2021-03-25T13:13:45Z,3/25/2021,13:13:45Z,630822,17690,415,Mar,codebasics
189,What Does A UX Designer Actually Do? (In 2023),2021-03-18T15:21:01Z,3/18/2021,15:21:01Z,331511,11041,315,Mar,codebasics
190,UX Design vs UI Design - What's The Difference? (2023),2021-03-11T14:06:38Z,3/11/2021,14:06:38Z,313751,13218,808,Mar,codebasics
191,What Is UX Design? - An Introduction (Full Guide For 2023),2021-03-04T13:01:54Z,3/4/2021,13:01:54Z,133460,3265,152,Mar,codebasics
192,Learn JavaScript — A Tutorial For Beginners,2021-01-08T17:22:25Z,1/8/2021,17:22:25Z,12510,137,16,Jan,codebasics
193,Advanced CSS Tutorial — Level Up Your CSS Skills,2021-01-08T16:38:16Z,1/8/2021,16:38:16Z,55154,636,52,Jan,codebasics
194,CSS Tutorial For Beginners,2021-01-07T13:54:38Z,1/7/2021,13:54:38Z,22069,276,55,Jan,codebasics
195,HTML For Beginners — A Step-By-Step Tutorial,2021-01-06T11:41:04Z,1/6/2021,11:41:04Z,27669,455,47,Jan,codebasics
196,Web Development Tutorial - For Complete Beginners!,2021-01-05T12:17:08Z,1/5/2021,12:17:08Z,61303,745,81,Jan,codebasics
197,How to Build a Personal Brand with Brittni Bowering,2020-11-19T12:41:08Z,11/19/2020,12:41:08Z,4051,138,41,Nov,codebasics
198,How To Pick A Color Palette For Your Design: UI Design Workshop,2020-10-30T14:18:19Z,10/30/2020,14:18:19Z,6367,152,9,Oct,codebasics
199,Meet CareerFoundry UX and UI graduates: Júlia Marí Bernaus & Frank Eckenbrecht,2020-10-26T17:51:55Z,10/26/2020,17:51:55Z,1050,18,0,Oct,codebasics
200,Wireframing in Sketch: Online Workshop,2020-10-21T11:15:00Z,10/21/2020,11:15:00Z,11099,106,7,Oct,codebasics
